trajectory_id,group,run_family,run_stamp,traj_group,traj_name,image_file,lang_original,normal_action,paraphrased_action,contradictory_action,neutral_action
040,initial,2023-01-11_pnp_objects,2023-01-22_15-06-10,traj_group0,traj44,traj040_initial.jpg,pick up the object,"[0.0033700005151331425, 0.0031372355297207832, 0.001317707821726799, -0.003970446065068245, -0.004799786023795605, 0.022498462349176407, 0.9960784316062927]","[0.0033700005151331425, 0.0031372355297207832, -0.01972813904285431, 0.02540488913655281, -0.019536809995770454, -0.040361661463975906, 0.9960784316062927]","[0.009185531176626682, -0.016288353130221367, 0.005215086974203587, -0.01801951974630356, -0.022886132821440697, -0.037138067185878754, 0.0]","[0.0033700005151331425, 0.0044322749599814415, -0.010114604607224464, 0.02604348212480545, -0.02556559257209301, -0.04358525946736336, 0.9960784316062927]"
040,final,2023-01-11_pnp_objects,2023-01-22_15-06-10,traj_group0,traj44,traj040_final.jpg,pick up the object,"[-0.00020878732902929187, -0.0007478823536075652, -0.011413730680942535, 0.01646456867456436, -0.0034600566141307354, -0.008125701919198036, 0.9960784316062927]","[-0.00020878732902929187, -0.0007478823536075652, -0.006996701005846262, 0.007524250075221062, 0.0012289963196963072, -0.027467278763651848, 0.9960784316062927]","[0.0047120461240410805, 0.016735147684812546, 0.013269670307636261, 0.02604348212480545, -0.03293410316109657, 0.04022824019193649, 0.9960784316062927]","[0.009856553748250008, 0.00022339713177643716, 0.009112466126680374, 0.0528644397854805, -0.052360180765390396, -0.03874986618757248, 0.9960784316062927]"
041,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj98,traj041_initial.jpg,pick up the target object among many objects,"[-0.004234923515468836, -0.0075468383729457855, -0.005177923943847418, -0.039731722325086594, -0.006809380371123552, 0.007992278784513474, 0.0]","[-0.004234923515468836, -0.0075468383729457855, 0.0005382320377975702, -0.02440546080470085, 0.034722231328487396, -0.040361661463975906, 0.0]","[-0.003116552485153079, -0.01207947637885809, 0.01223036926239729, -0.002693257760256529, -0.024225862696766853, -0.017796490341424942, 0.9960784316062927]","[-0.0011034843046218157, -0.0010716421529650688, 0.01690722443163395, 0.01710316352546215, -0.022886132821440697, 0.004768683109432459, 0.0]"
041,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj98,traj041_final.jpg,pick up the target object among many objects,"[-0.0028928781393915415, -0.008518118411302567, -0.018169187009334564, -0.0806017518043518, -0.02958478033542633, 0.1530541032552719, 0.0]","[-0.0028928781393915415, -0.008518118411302567, 0.01197054423391819, 0.005608467385172844, -0.061738286167383194, -0.05486784502863884, 0.0]","[-0.006247991696000099, -0.01531707402318716, -0.0025796713307499886, -0.04228610172867775, 0.047449659556150436, -0.04680885374546051, 0.0]","[-0.003787575289607048, -0.013050755485892296, -0.008815477602183819, 0.02732067182660103, -0.006139515433460474, 0.08213499188423157, 0.0]"
042,initial,2023-01-09_pnp_rigid_objects,2023-01-10_16-27-55,traj_group0,traj59,traj042_initial.jpg,pick up the rigid object,"[-0.008932082913815975, 0.01835394650697708, 0.0007980572991073132, -0.023128272965550423, 0.05883736163377762, -0.19187068939208984, 0.9960784316062927]","[-0.008932082913815975, 0.01835394650697708, 0.0007980572991073132, -0.023128272965550423, 0.05883736163377762, -0.19187068939208984, 0.9960784316062927]","[-0.010721476748585701, -0.0020429217256605625, -0.01790936291217804, -0.01291076559573412, 0.012616695836186409, -0.03552626818418503, 0.9960784316062927]","[0.005830417387187481, 0.0011946766171604395, 0.0026168341282755136, 0.0017769018886610866, -0.030924510210752487, -0.009737499989569187, 0.9960784316062927]"
042,final,2023-01-09_pnp_rigid_objects,2023-01-10_16-27-55,traj_group0,traj59,traj042_final.jpg,pick up the rigid object,"[0.008738182485103607, -0.003337960923090577, -0.017649536952376366, -0.02632124349474907, 0.05481817200779915, 0.06440521031618118, 0.9960784316062927]","[0.008738182485103607, -0.003337960923090577, -0.00024124380433931947, -0.02632124349474907, -0.036283425986766815, -0.03069087490439415, 0.9960784316062927]","[0.008961856365203857, 0.011231230571866035, -0.0033591471146792173, -0.05314220115542412, 0.07759357243776321, -0.08710380643606186, 0.9960784316062927]","[-0.020786818116903305, -0.003985480405390263, 0.007033864036202431, 0.06691351532936096, -0.04700126126408577, 0.030557451769709587, 0.9960784316062927]"
043,initial,pnp_utensils_12-06_gripper_start_closed,2022-12-06_21-24-47,traj_group0,traj131,traj043_initial.jpg,pick up the utensil,"[0.009856553748250008, 0.0015184363583102822, 0.010151767171919346, 0.0030540903098881245, -0.019536809995770454, 0.012827672995626926, 0.0]","[0.009856553748250008, -0.007870598696172237, 0.0026168341282755136, -0.03206859156489372, -0.05972869321703911, -0.061315037310123444, 0.0]","[-0.016537006944417953, 0.0028134756721556187, -0.0007608943851664662, -0.019935302436351776, -0.040972478687763214, 0.0901939794421196, 0.0]","[0.00023856115876697004, -0.00042412252514623106, 1.8581469703349285e-05, -0.003970446065068245, -0.002120327204465866, 0.0015450867358595133, 0.0]"
043,final,pnp_utensils_12-06_gripper_start_closed,2022-12-06_21-24-47,traj_group0,traj131,traj043_final.jpg,pick up the utensil,"[-0.0019981812220066786, 0.0008709167595952749, -0.00855565257370472, 0.0126330042257905, 0.028023583814501762, 0.007992278784513474, 0.9960784316062927]","[0.0013569323346018791, -0.0017191617516800761, -0.004138622898608446, -0.01801951974630356, -0.012168297544121742, 0.03378104791045189, 0.9960784316062927]","[0.0011332581052556634, 0.0076698730699718, -0.0028394965920597315, -0.003331851912662387, 0.003238590434193611, 0.02894565463066101, 0.9960784316062927]","[-0.007813711650669575, 0.007022353354841471, -0.011413730680942535, 0.02732067182660103, 0.05682776868343353, -0.024243682622909546, 0.9960784316062927]"
044,initial,pnp_utensils_11-28,2022-11-28_17-14-14,traj_group0,traj221,traj044_initial.jpg,pick up the utensil,"[-0.0019981812220066786, 0.0008709167595952749, -0.010114604607224464, 0.007524250075221062, 0.028023583814501762, 0.007992278784513474, 0.9960784316062927]","[-0.0019981812220066786, 0.0008709167595952749, -0.010114604607224464, 0.007524250075221062, 0.028023583814501762, 0.007992278784513474, 0.9960784316062927]","[-0.003340226598083973, 0.0011946766171604395, -0.00855565257370472, 0.014548786915838718, 0.03338250145316124, 0.007992278784513474, 0.9960784316062927]","[-0.0035639009438455105, 0.0011946766171604395, -0.010894079692661762, 0.007524250075221062, 0.03673182427883148, 0.0031568848062306643, 0.9960784316062927]"
044,final,pnp_utensils_11-28,2022-11-28_17-14-14,traj_group0,traj221,traj044_final.jpg,pick up the utensil,"[-0.00020878732902929187, -0.0013954020105302334, -0.011413730680942535, -0.006524823140352964, 0.019315343350172043, 0.0015450867358595133, 0.9960784316062927]","[-0.00020878732902929187, -0.0013954020105302334, -0.011413730680942535, -0.006524823140352964, 0.019315343350172043, 0.0015450867358595133, 0.9960784316062927]","[0.009409205056726933, 0.0021659559570252895, 0.009632117114961147, 0.010078626684844494, -0.030924510210752487, -0.006513903848826885, 0.9960784316062927]","[0.008290833793580532, 0.0005471569602377713, 0.009112466126680374, 0.006247061304748058, -0.03494369611144066, -0.009737499989569187, 0.9960784316062927]"
045,initial,2023-01-11_pnp_objects,2023-01-11_14-46-44,traj_group0,traj21,traj045_initial.jpg,pick up the object,"[-0.0028928781393915415, -0.00042412252514623106, -0.009335128590464592, 0.0011383076198399067, 0.03204277157783508, -0.0032903074752539396, 0.9960784316062927]","[-0.0028928781393915415, 0.0015184363583102822, -0.008815477602183819, 0.0030540903098881245, 0.030033178627490997, -0.016184691339731216, 0.9960784316062927]","[-0.002221855567768216, 0.0015184363583102822, -0.008815477602183819, 0.00944003276526928, -0.012168297544121742, 0.007992278784513474, 0.0]","[0.006501439958810806, 0.0005471569602377713, -0.005697574466466904, 0.006247061304748058, -0.006809380371123552, -0.0032903074752539396, 0.0]"
045,final,2023-01-11_pnp_objects,2023-01-11_14-46-44,traj_group0,traj21,traj045_final.jpg,pick up the object,"[-0.01049780286848545, 0.011231230571866035, -0.001280544907785952, 0.02604348212480545, -0.006809380371123552, -0.009737499989569187, 0.9960784316062927]","[-0.01049780286848545, 0.011231230571866035, 0.002097183605656028, 0.04136974364519119, -0.002120327204465866, 0.1530541032552719, 0.9960784316062927]","[-0.000879810017067939, 0.0015184363583102822, -0.007256526034325361, 0.011355815455317497, 0.027353720739483833, 0.0031568848062306643, 0.9960784316062927]","[-0.0015508327633142471, 0.0008709167595952749, -0.005697574466466904, 0.008162843994796276, 0.023334531113505363, -0.01457289420068264, 0.9960784316062927]"
046,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj59,traj046_initial.jpg,pick up the target object among many objects,"[-0.009155756793916225, 0.010259951464831829, -0.01972813904285431, 0.022850511595606804, 0.07759357243776321, -0.03874986618757248, 0.9960784316062927]","[-0.0026692040264606476, -0.0036617207806557417, -0.019987965002655983, -0.003331851912662387, 0.05280857905745506, -6.67113417875953e-05, 0.9960784316062927]","[-0.0026692040264606476, 0.0018421962158754468, -0.014011983759701252, 0.011994409374892712, 0.044100336730480194, 0.004768683109432459, 0.9960784316062927]","[-0.006919014733284712, -0.005280519835650921, -0.013492332771420479, 0.01646456867456436, 0.014626290649175644, -0.06776223331689835, 0.9960784316062927]"
046,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_14-48-54,traj_group0,traj59,traj046_final.jpg,pick up the target object among many objects,"[0.007396136876195669, 0.0015184363583102822, -0.004398448392748833, -0.008440605364739895, 0.009267373010516167, 0.016051270067691803, 0.0]","[0.007396136876195669, 0.0015184363583102822, 0.004175785928964615, 0.0036926844622939825, -0.01484775636345148, 0.0031568848062306643, 0.0]","[-0.005129620432853699, -0.00042412252514623106, -0.005177923943847418, 0.0126330042257905, 0.011276966892182827, -0.012961096130311489, 0.9960784316062927]","[-0.0049059465527534485, -0.0020429217256605625, 0.007033864036202431, -0.005247634835541248, 0.003238590434193611, 0.019274866208434105, 0.9960784316062927]"
047,initial,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj86,traj047_initial.jpg,pick up the target object among many objects,"[-0.013852915726602077, -0.014993314631283283, -0.00855565257370472, -0.02504405565559864, 0.027353720739483833, -0.01457289420068264, 0.0]","[0.008067159913480282, -0.0007478823536075652, -0.0033591471146792173, -0.008440605364739895, -0.005469650961458683, 0.009604076854884624, 0.0]","[0.011198598891496658, -0.00592803955078125, -0.004658273421227932, -0.022489678114652634, -0.0034600566141307354, -0.012961096130311489, 0.0]","[0.002027955139055848, -0.006899319123476744, 0.013009845279157162, 0.022211916744709015, -0.0336039699614048, -0.03552626818418503, 0.9960784316062927]"
047,final,2022-12-15_pnp_many_objects_in_env,2022-12-15_15-35-45,traj_group0,traj86,traj047_final.jpg,pick up the target object among many objects,"[-0.008037385530769825, 0.004108515102416277, -0.014011983759701252, 0.011355815455317497, 0.03807155415415764, -0.009737499989569187, 0.0]","[-0.008037385530769825, 0.004108515102416277, -0.014011983759701252, 0.010717221535742283, 0.03673182427883148, 0.019274866208434105, 0.0]","[-0.0028928781393915415, 0.013173789717257023, -0.0030993218533694744, -0.02632124349474907, 0.003908454906195402, -0.009737499989569187, 0.0]","[-0.003787575289607048, -0.013050755485892296, -0.013492332771420479, 0.019657541066408157, 0.011946831829845905, -0.06776223331689835, 0.0]"
048,initial,pnp_utensils_11-28,2022-11-22_17-15-52,traj_group0,traj42,traj048_initial.jpg,pick up the utensil,"[-0.010721476748585701, -0.004309240262955427, -0.013492332771420479, -0.021212490275502205, 0.03338250145316124, -0.06937402486801147, 0.9960784316062927]","[-0.010721476748585701, -0.004309240262955427, 0.013529496267437935, 0.07968539744615555, 0.012616695836186409, -0.20637686550617218, 0.9960784316062927]","[-0.010721476748585701, -0.0020429217256605625, -0.0062172249890863895, 0.013271598145365715, -0.004129921551793814, 0.03861644119024277, 0.9960784316062927]","[0.005830417387187481, 0.00896491203457117, -0.001800195430405438, 0.047117091715335846, -0.03494369611144066, -0.03874986618757248, 0.9960784316062927]"
048,final,pnp_utensils_11-28,2022-11-22_17-15-52,traj_group0,traj42,traj048_final.jpg,pick up the utensil,"[-0.0013271585339680314, 0.004108515102416277, 0.025221632793545723, 0.03689958527684212, -0.05503964051604271, 0.011215874925255775, 0.9960784316062927]","[-0.0013271585339680314, 0.004108515102416277, 0.025221632793545723, 0.03689958527684212, -0.05503964051604271, -0.016184691339731216, 0.9960784316062927]","[0.009185531176626682, 0.011231230571866035, 0.0005382320377975702, 0.014548786915838718, -0.019536809995770454, 0.02572205848991871, 0.9960784316062927]","[0.005383068695664406, 0.008317392319440842, -0.005697574466466904, 0.04073115065693855, -0.014177892357110977, -0.04358525946736336, 0.9960784316062927]"
049,initial,pnp_utensils_12-07_rigid_objects,2022-12-07_18-15-43,traj_group0,traj293,traj049_initial.jpg,pick up the utensil,"[-0.0004324615583755076, -0.00010036268940893933, -0.01297268271446228, -0.002693257760256529, 0.03405236825346947, -6.67113417875953e-05, 0.9960784316062927]","[-0.0004324615583755076, -0.0010716421529650688, -0.011413730680942535, -0.008440605364739895, 0.030703043565154076, 0.011215874925255775, 0.9960784316062927]","[1.4886919416312594e-05, -0.00010036268940893933, 1.8581469703349285e-05, -0.00013888080138713121, -0.00011073314090026543, -6.67113417875953e-05, 0.9960784316062927]","[-0.0004324615583755076, -0.00010036268940893933, -0.00024124380433931947, -0.00013888080138713121, 0.0012289963196963072, -6.67113417875953e-05, 0.9960784316062927]"
049,final,pnp_utensils_12-07_rigid_objects,2022-12-07_18-15-43,traj_group0,traj293,traj049_final.jpg,pick up the utensil,"[0.0006859096465632319, 0.010259951464831829, -0.008815477602183819, 0.06882929801940918, -0.02958478033542633, -0.05970323830842972, 0.9960784316062927]","[0.0006859096465632319, 0.010259951464831829, -0.008815477602183819, 0.06052757054567337, 0.0025687257293611765, -0.06776223331689835, 0.9960784316062927]","[0.0006859096465632319, 0.022239064797759056, 0.003136484883725643, -0.021851085126399994, -0.03025464527308941, 0.20301984250545502, 0.9960784316062927]","[0.0006859096465632319, -0.01207947637885809, 0.001577533083036542, 0.04136974364519119, -0.0007805978530086577, -0.05003245174884796, 0.9960784316062927]"
050,initial,2023-01-11_pnp_objects,2023-01-22_15-34-18,traj_group0,traj57,traj050_initial.jpg,pick up the object,"[-0.003116552485153079, 0.0008709167595952749, -0.007516351528465748, -0.008440605364739895, 0.03338250145316124, 0.016051270067691803, 0.9960784316062927]","[-0.0019981812220066786, 0.0008709167595952749, -0.007776177022606134, 0.00688565568998456, 0.021994803100824356, -6.67113417875953e-05, 0.9960784316062927]","[-0.003340226598083973, 0.0011946766171604395, -0.007776177022606134, 0.00688565568998456, 0.028023583814501762, 0.0015450867358595133, 0.9960784316062927]","[-0.0013271585339680314, -0.00010036268940893933, -0.007776177022606134, 0.005608467385172844, 0.0206550732254982, 0.0015450867358595133, 0.9960784316062927]"
050,final,2023-01-11_pnp_objects,2023-01-22_15-34-18,traj_group0,traj57,traj050_final.jpg,pick up the object,"[-0.003116552485153079, 0.0008709167595952749, -0.008036002516746521, 0.0004997134092263877, 0.026013990864157677, -0.0016785094048827887, 0.9960784316062927]","[-0.003116552485153079, 0.030333060771226883, 0.0007980572991073132, -0.003331851912662387, -0.04164234548807144, 0.1707838773727417, 0.9960784316062927]","[0.012987992726266384, 0.003460995387285948, -0.022066567093133926, 0.0011383076198399067, -0.052360180765390396, -0.05809144303202629, 0.9960784316062927]","[0.01656678132712841, -0.003337960923090577, 0.005734737496823072, 0.0030540903098881245, -0.04231220856308937, -0.027467278763651848, 0.9960784316062927]"
